"","ID","Nombre","code","Longitud","Latitud","Categoria","Description"
"46","100209103","Hospital del Niño",2110,-100.979522546993,25.4608686027937,"hospital","A hospital"
"47","100345943","Christus Muguerza",2110,-100.97886909921,25.4771254148075,"hospital","A hospital"
"48","105568956","Clinica ISSSTE",2110,-94.4849502031616,18.1454959067753,"hospital","A hospital"
"49","108345697","Hospital General de Calpulalpan",2110,-98.5367765607476,19.5818972622849,"hospital","A hospital"
"50","109683392","Hospital de la Mujer",2110,-98.2124653636763,19.3692172265473,"hospital","A hospital"
"51","109683393","Hospital Infantil Tlaxcala",2110,-98.2115306695822,19.3684595698958,"hospital","A hospital"
"52","112510441","Torre Médica del Hospital Central de Apizaco",2110,-98.1430336083233,19.4077337321914,"hospital","A hospital"
"53","112551223","Hospital General Ecatepec ""Las Américas""",2110,-99.0187191679216,19.5940389048972,"hospital","A hospital"
"54","112589339","Hospital General Regional de Apizaco Emilio Sánchez Piedras",2110,-98.1176081935869,19.4087903517174,"hospital","A hospital"
"55","113792165","Hospital Millenium",2110,-96.1035107018479,19.1605055337099,"hospital","A hospital"
"56","113792166","Hospital IMSS",2110,-96.1315233720051,19.1562811675507,"hospital","A hospital"
"57","113792167","ISSTE",2110,-96.1348982301921,19.1719875438308,"hospital","A hospital"
"58","114647085","Hospital Comunitario de Temixco",2110,-99.239211500563,18.836878730516,"hospital","A hospital"
"59","114886236","Centro de Salud ""Lázaro Cárdenas""",2110,-99.2415409737482,18.8410357119162,"hospital","A hospital"
"60","116771095","Clínica del ISSSTE",2110,-103.444595819754,25.5415742114008,"hospital","A hospital"
"61","124095841","Cruz Roja",2110,-108.467516772959,25.5605518550991,"hospital","A hospital"
"62","124096580","ISSSTE",2110,-108.473404023152,25.5713372763586,"hospital","A hospital"
"63","132647372","Hospital Ángel Leaño",2110,-103.359802062889,20.6728674076618,"hospital","A hospital"
"64","138157522",NA,2110,-98.3761214353174,19.3307244627905,"hospital","A hospital"
"65","140466263",NA,2110,-97.8592164497488,22.2531240546048,"hospital","A hospital"
"66","141248739","Centro de Salud Amaxac de Guerrero",2110,-98.1681434658402,19.3497167665903,"hospital","A hospital"
"67","142750642","Centro Hospitalario Cedros",2110,-98.2160656152813,19.3247799968601,"hospital","A hospital"
"68","142868352","Hospital Comunitario de Contla",2110,-98.1694377980592,19.3337414164824,"hospital","A hospital"
"69","145473926","Clínica 66 IMSS",2110,-96.9330921232009,19.5258683395499,"hospital","A hospital"
"70","146387926",NA,2110,-99.1372064019945,19.4524464340696,"hospital","A hospital"
"71","146689900","Hospital civil Dr. Luis F. Nachón",2110,-96.9210284416501,19.5257515099229,"hospital","A hospital"
"72","146836890","Hospital Centro de Especialidades Médicas Dr. Rafael Lucio",2110,-96.9359738803254,19.551781558636,"hospital","A hospital"
"73","147007297",NA,2110,-107.410775776052,24.7815750867335,"hospital","A hospital"
"74","147383598","Clínica 11 IMSS",2110,-96.9214139853211,19.522087483152,"hospital","A hospital"
"75","148725332","María Enriqueta",2110,-96.9277165215017,19.5223652508636,"hospital","A hospital"
"76","149593225","Issste Centro Médico Nacional XX de Noviembre",2110,-99.1710871770346,19.3730757247028,"hospital","A hospital"
"77","149593230","Centro Médico Nacional ""20 de Noviembre""",2110,-99.170890830911,19.3728936907443,"hospital","A hospital"
"78","149595979","Hospital General Balbuena",2110,-99.1154077918914,19.4242086210684,"hospital","A hospital"
"79","149596800","Hospital General Xoco",2110,-99.1623603423782,19.3603335303944,"hospital","A hospital"
"80","150694134","Clinica de Medicina Familiar del IMSS",2110,-98.9650353116567,22.7464397457592,"hospital","A hospital"
"81","150941444","ISSEMYM",2110,-98.8841726470382,19.5078404667047,"hospital","A hospital"
"82","151170402","Hospital General de Texcoco Guadalupe Victoria",2110,-98.8714548246649,19.5142672648174,"hospital","A hospital"
"83","151313910","Hospital Tecate",2110,-116.632100577794,32.5573389880399,"hospital","A hospital"
"84","151396249","Hospital San Alejandro",2110,-98.2164233239496,19.0578042028318,"hospital","A hospital"
"85","151396252","Traumatologia y Ortopedia",2110,-98.2143386097177,19.0552332150899,"hospital","A hospital"
"86","151396253","Hospital General Zona Norte",2110,-98.1844940694361,19.0786970939384,"hospital","A hospital"
"87","152418505",NA,2110,-101.005734846261,25.4356543032625,"hospital","A hospital"
"88","152567730","Clinica ISSSTE",2110,-98.8856879741393,19.5097482567763,"hospital","A hospital"
"89","152581417","Hospital General Pemex Nanchital",2110,-94.4089140189163,18.0594924134661,"hospital","A hospital"
"90","152595439","IMSS, UMF 13",2110,-93.0887345917971,16.7575604245118,"hospital","A hospital"
"91","152849429","Clinica 6 IMSS",2110,-98.2169140114451,19.0657950871664,"hospital","A hospital"
"92","153435284","Imss",2110,-100.948374455681,25.5373283362181,"hospital","A hospital"
"93","154079885","IMSS Moroleon",2110,-101.183491800283,20.130000528895,"hospital","A hospital"
"94","154718870","Centro Medico Puerta de Hierro",2110,-103.414343497883,20.7086679640718,"hospital","A hospital"
"95","154804871","Hospital Universitario de la UAdC",2110,-101.014527897628,25.4273259433091,"hospital","A hospital"
"96","155752568","Christus Muguerza Estanzuela",2110,-100.257684870941,25.5891563994256,"hospital","A hospital"
"97","157965958","Unidad de Medicina Familiar 88",2110,-103.392806720746,20.6231823982778,"hospital","A hospital"
"98","158288129","Hospital Regional ISSSTE",2110,-103.387178937581,20.7185770400717,"hospital","A hospital"
"99","159418393","Hospital La Clemencia",2110,-101.194499742351,20.1182665848229,"hospital","A hospital"
"100","160009872","Cruz Roja Mexicana Delegacion Estatal Jalisco",2110,-103.342266785059,20.6795500565717,"hospital","A hospital"
"101","160009991","Cruz Roja Mexicana Delegacion Estatal Jalisco",2110,-103.342491945571,20.6797436278605,"hospital","A hospital"
"102","160260016","Hospital Comunitario Villa Vicente Guerrero",2110,-98.1716045011467,19.1185966842613,"hospital","A hospital"
"103","160260017","Hospital Comunitario de Zacatelco",2110,-98.2491930502539,19.2029338372887,"hospital","A hospital"
"104","160260021","Hospital General del Nativitas",2110,-98.3177071508773,19.2242437009396,"hospital","A hospital"
"105","166730691","Cruz Roja Mexicana",2110,-99.2089778505211,19.4376208321673,"hospital","A hospital"
"106","168489244","CIMA",2110,-106.123938513958,28.630327110387,"hospital","A hospital"
"107","169924351","Centro Médico de Occidente IMSS",2110,-103.328892498697,20.685219112794,"hospital","A hospital"
"108","171301569","Clínica Hospital ISSSTE",2110,-109.436480953353,27.0883694217352,"hospital","A hospital"
"109","172615232","Centro Médico Sur de Sonora",2110,-109.933499739739,27.5124938575137,"hospital","A hospital"
"110","174857511","IMSS Clinica No. 15",2110,-100.283778939501,25.7031729399901,"hospital","A hospital"
"111","175157925","IMSS UMF 61",2110,-109.459911345413,27.0806877742771,"hospital","A hospital"
"112","175162851","Hospital General Navojoa",2110,-109.440091008451,27.0601181262478,"hospital","A hospital"
"113","175535338","Hospital Clínica San José",2110,-109.446606095335,27.0639815788016,"hospital","A hospital"
"114","176297251","Centro de salud",2110,-99.3111097176229,20.5522977056078,"hospital","A hospital"
"115","177601148","Clínica",2110,-101.615973670744,19.6787475674577,"hospital","A hospital"
"116","177770006",NA,2110,-109.459937442758,27.0807049142334,"hospital","A hospital"
"117","178498004","Clínica del IMSS",2110,-112.272637770099,27.3467321446917,"hospital","A hospital"
"118","178498072","Clínica ISSSTE",2110,-112.274180108375,27.3463157705048,"hospital","A hospital"
"119","178721384","ISSSTE - Unidad Hospitalaria José María Rodríguez",2110,-101.011974142133,25.4300870951431,"hospital","A hospital"
"120","179553896","Hospital Regional",2110,-93.1166998842719,16.7454679715641,"hospital","A hospital"
"121","179563959","IMSS - Unidad de Medicina Familiar 73",2110,-101.008347441862,25.4169951163746,"hospital","A hospital"
"122","179563960","IMSS - Hospital General de Zona 1",2110,-101.007859516291,25.4176135786495,"hospital","A hospital"
"123","180890979","IMSS Clinica 89",2110,-103.367768043089,20.6641416901198,"hospital","A hospital"
"124","181218777","Centro Médico Universitario",2110,-99.18742286122,19.3297700952646,"hospital","A hospital"
"125","182280896",NA,2110,-99.146529,19.45464535,"hospital","A hospital"
"126","182280912",NA,2110,-99.14652615,19.45434015,"hospital","A hospital"
"127","183817755","ISSSTE",2110,-107.376401214629,24.7958049934543,"hospital","A hospital"
"128","184839233","Hospital General",2110,-106.069777041893,28.649447870991,"hospital","A hospital"
"129","185915678","Hospital IMSS",2110,-104.331915085887,19.1059108846746,"hospital","A hospital"
"130","185915713",NA,2110,-104.3270519778,19.1164125701113,"hospital","A hospital"
"131","187458072","Hospital Ángeles",2110,-98.2348417520292,19.0213427430229,"hospital","A hospital"
"132","188555821","IMSS | Hospital General de Zona No. 3",2110,-109.442483757301,27.0679836230187,"hospital","A hospital"
"133","188831164","Hospital General de la Ciudad de Colima",2110,-103.689604376103,19.2572888861437,"hospital","A hospital"
"134","189315425","Hospital General Regional ""Dr. Pedro Daniel Martínez""",2110,-102.022438886021,19.3908647460482,"hospital","A hospital"
"135","189427616","Hospital General Guanajuato",2110,-101.288932516998,20.980894048935,"hospital","A hospital"
"136","190772012","UMF ISSSTE",2110,-102.505123600519,22.7557393554172,"hospital","A hospital"
"137","2597375","Policlínica ISSSTESON-SNTE Siglo XXI",2110,-109.450238278956,27.0613594009249,"hospital","A hospital"
"138","194026647","IMSS",2110,-115.467363291536,32.6615729848193,"hospital","A hospital"
"139","194026673",NA,2110,-115.4667527,32.6611612,"hospital","A hospital"
"140","194043379","Hospital General de Mexicali",2110,-115.4755297851,32.6446482655327,"hospital","A hospital"
"141","194561429","Hospital Pediátrico de Sinaloa",2110,-107.399465401788,24.7985821115789,"hospital","A hospital"
"142","194731383","Hospital Regional",2110,-105.21003479104,20.6690488602381,"hospital","A hospital"
"143","194731387","San Javier Marina Hospital",2110,-105.240192427784,20.6521593957706,"hospital","A hospital"
"144","196034931","Issste",2110,-92.6466542247542,16.7257501129034,"hospital","A hospital"
"145","196546608",NA,2110,-104.681271935577,24.0293585080509,"hospital","A hospital"
"146","197547985",NA,2110,-104.641413825333,24.0564129601408,"hospital","A hospital"
"147","198868678","Centro de Rehabilitación Infantil de Veracruz",2110,-96.1445779113308,19.1253268785315,"hospital","A hospital"
"148","199148896","Instituto Nacional de Perinatología",2110,-99.2056747699549,19.4229869433244,"hospital","A hospital"
"149","199419020",NA,2110,-103.303100783633,19.4754133256445,"hospital","A hospital"
"150","200351427","Centro de Salud",2110,-103.30311841476,19.4780383043065,"hospital","A hospital"
"151","200524463","IMSS Tuxpan",2110,-103.384634311771,19.5568004938144,"hospital","A hospital"
"152","200606314","Hospital Regional de Cd. Madero",2110,-97.8543362674971,22.2663895191907,"hospital","A hospital"
"153","202036493","Centro Estatal contra las Adicciones de Veracruz",2110,-96.2733615011483,19.1744520671367,"hospital","A hospital"
"154","205403528",NA,2110,-99.6140343795823,19.2557383391709,"hospital","A hospital"
"155","205403605",NA,2110,-99.613872070568,19.2542707080184,"hospital","A hospital"
"156","205409982","ISSSTE",2110,-99.6358458179037,19.256905868579,"hospital","A hospital"
"157","211743781","Hospital Oncologico ISSEMYN",2110,-99.6531821301222,19.2686838348704,"hospital","A hospital"
"158","215137754","Edificio Dif",2110,-98.8813066726643,19.5140906082407,"hospital","A hospital"
"159","217015183","Instituto Nacional de Medicina Genómica",2110,-99.1506124462697,19.2861492875345,"hospital","A hospital"
"160","217015184","Instituto Nacional de Cardiología",2110,-99.154029904617,19.2900247860425,"hospital","A hospital"
"161","217015185","Instituto Nacional de Rehabilitación",2110,-99.1490267302713,19.2891238027448,"hospital","A hospital"
"162","217015272","Instituto Nacional de Psiquiatría ""Ramon de la Fuente Muñiz""",2110,-99.1524424556442,19.2926523134348,"hospital","A hospital"
"163","217101009","Hospital Civil",2110,-103.34386100209,20.6869697394169,"hospital","A hospital"
"164","217108471","Instituto Nacional de Enfermedades Respiratorias",2110,-99.1585195728088,19.291246585514,"hospital","A hospital"
"165","217108584","Hospital General Dr. Manuel Gea González",2110,-99.1607450717578,19.2903396934999,"hospital","A hospital"
"166","217109092","Instituto Nacional de Nutrición Salvador Zubirán",2110,-99.1563937811138,19.288037661664,"hospital","A hospital"
"167","217109093","Hospital Psiquiátrico Infantil Dr. Juan N. Navarro",2110,-99.1582713857154,19.2889060598489,"hospital","A hospital"
"168","217109094","Hospital Psiquiátrico Fray Bernardino Álvarez",2110,-99.1605998049589,19.2879329429382,"hospital","A hospital"
"169","217109099","Instituto Nacional de Cancerología",2110,-99.1600637110734,19.2894894120481,"hospital","A hospital"
"170","217110064","Instituto Nacional de Neurologia",2110,-99.1754119548221,19.2905077829916,"hospital","A hospital"
"171","217210765","Shriners",2110,-99.1564046456062,19.3023141908253,"hospital","A hospital"
"172","217393821","Hospital Ángeles Acoxpa",2110,-99.1354727277565,19.2996647343274,"hospital","A hospital"
"173","217804266","IMSS Clínica 4",2110,-99.1507566765872,19.4191569005078,"hospital","A hospital"
"174","218760558","Hospital Regional Mascota, Jalisco",2110,-104.779717936625,20.5240764421772,"hospital","A hospital"
"175","219090979","Hospital General",2110,-87.0951408602584,20.6448596377399,"hospital","A hospital"
"176","221263546","Hospital General De zona IMSS",2110,-98.8914689926656,19.5151658791736,"hospital","A hospital"
"177","222890153","Clinica Hospital ""A"" Constitución ISSSTE",2110,-100.337213812582,25.6690020184193,"hospital","A hospital"
"178","223087369","Centro de Salud T-III ""José María Rodríguez""",2110,-99.1352264227761,19.4041099300044,"hospital","A hospital"
"179","223574600","Hospital De Especialidades Dr. Belisario Dominguez",2110,-99.0655599302205,19.307190661347,"hospital","A hospital"
"180","226423976","HOSPITAL CIVIL NUEVO",2110,-103.333745732865,20.6863194357499,"hospital","A hospital"
"181","229331507","Clínica Alfa y Omega",2110,-98.8827453539695,19.4088208953284,"hospital","A hospital"
"182","230172694","Hospital General",2110,-100.846053766721,20.5255301147023,"hospital","A hospital"
"183","230172698","ISSSTE",2110,-100.835715932532,20.5409050201353,"hospital","A hospital"
"184","232050813","Hospital Siquiatrico",2110,-104.59391484234,24.0456858012398,"hospital","A hospital"
"185","233766508","Instituto Mexicano del Seguro Social",2110,-114.797398500742,32.4678479365691,"hospital","A hospital"
"186","234803031","Enfermeria",2110,-99.0462921398358,19.4758586696593,"hospital","A hospital"
"187","236124592","Centro Materno Infantil",2110,-105.655097733822,26.9311803301869,"hospital","A hospital"
"188","236784835","Hospital La Carlota",2110,-99.8421289744049,25.1947799487627,"hospital","A hospital"
"189","237457460","AMCCI",2110,-104.661589665253,24.0341695271807,"hospital","A hospital"
"190","237467461","Unidad Médica Familiar no.2",2110,-99.2304810670897,18.7841987762199,"hospital","A hospital"
"191","3199701","ISSTE",2110,-105.665952026893,26.9222086349371,"hospital","A hospital"
"192","237751847",NA,2110,-104.166933923112,20.2164452535782,"hospital","A hospital"
"193","239003891","I.M.S,S",2110,-115.194336756582,28.0938102342255,"hospital","A hospital"
"194","239895937","Star Medica",2110,-100.407291736303,20.617302533049,"hospital","A hospital"
"195","240057900","Centro de Salud",2110,-99.330362745561,22.8454814232373,"hospital","A hospital"
"196","240139674","IMSS",2110,-99.3309673259124,22.8459824821974,"hospital","A hospital"
"197","240308487","Centro Médico del Noroeste",2110,-114.769319699681,32.4745642293796,"hospital","A hospital"
"198","240409634","Hospital Oncológico Teletón",2110,-100.385068613748,20.6227502153685,"hospital","A hospital"
"199","240573511","Hopital Municipal del Niño",2110,-104.693293989887,24.0104160223756,"hospital","A hospital"
"200","240673896","SSA",2110,-98.0318372209725,19.8427912211896,"hospital","A hospital"
"201","240673897","IMSS",2110,-98.025299732284,19.8366394182831,"hospital","A hospital"
"202","241030089",NA,2110,-105.1817824,21.48987205,"hospital","A hospital"
"203","241793286","Cruz Roja",2110,-98.0308497119171,19.8291342722981,"hospital","A hospital"
"204","241943252","Hospital General",2110,-96.1292542843208,18.0873541308427,"hospital","A hospital"
"205","241943661","I.M.S.S.",2110,-96.1382304558923,18.08249585326,"hospital","A hospital"
"206","241944362","I.S.S.S.T.E.",2110,-96.1518658143827,18.0823467255315,"hospital","A hospital"
"207","241944363","Cruz Roja",2110,-96.1304927280347,18.0942653362151,"hospital","A hospital"
"208","244312010","Hospital de Especialidades Ciudad Salud",2110,-92.3446074950634,14.8081218748423,"hospital","A hospital"
"209","244339858",NA,2110,-99.1634441904694,19.6287490511499,"hospital","A hospital"
"210","244853365","Hospital Sharp",2110,-106.44062898228,23.2429485481999,"hospital","A hospital"
"211","244979131","Seguro Viejo",2110,-106.420978462525,23.212391124992,"hospital","A hospital"
"212","245220242","Isste",2110,-106.418734325108,23.252772773567,"hospital","A hospital"
"213","245728527","Centro de Salud Mazatlán",2110,-106.422290531241,23.2036873449329,"hospital","A hospital"
"214","245732039","Hospital Militar",2110,-106.426207891722,23.1989892053093,"hospital","A hospital"
"215","245851247","Hospital Margarita Maza de Juárez",2110,-106.405690682254,23.2328177274997,"hospital","A hospital"
"216","245915814","Hospital Civil Ixtepec",2110,-95.1179712405248,16.5585828799461,"hospital","A hospital"
"217","246075970","Cruz Roja Mexicana IAP  Delegacion Mazatlan",2110,-106.412060891717,23.2073652916606,"hospital","A hospital"
"218","246257908","Instituto Mexicano del Seguro Social",2110,-103.460631166065,19.7201050262977,"hospital","A hospital"
"219","246306832","ISSSTE",2110,-108.988493205195,25.8084698347668,"hospital","A hospital"
"220","246382827","Polimedica",2110,-106.440879113627,23.243713045432,"hospital","A hospital"
"221","248314290","I.M.S.S. Clínica 3",2110,-114.845027884403,32.6346430744535,"hospital","A hospital"
"222","248389087","Clínica del Mar",2110,-106.430487564082,23.2397264172801,"hospital","A hospital"
"223","251720356","Hospital general",2110,-107.365009133333,24.3116332789345,"hospital","A hospital"
"224","252514968",NA,2110,-107.885612820078,30.403694115882,"hospital","A hospital"
"225","252706064","Pensiones Civles del Estado",2110,-106.442459116215,31.7369070151307,"hospital","A hospital"
"226","252706067","Cruz Roja",2110,-106.44730061314,31.741099784719,"hospital","A hospital"
"227","252706068","IMSS",2110,-106.447649284081,31.7418663679301,"hospital","A hospital"
"228","252706069",NA,2110,-106.448150867539,31.7430515814905,"hospital","A hospital"
"229","252706075","IMSS",2110,-106.450360124658,31.7396968728125,"hospital","A hospital"
"230","252838836","Poliplaza Médica",2110,-106.41935003995,31.7138419942932,"hospital","A hospital"
"231","252838837","Poliplaza Médica",2110,-106.419544704282,31.7132522003093,"hospital","A hospital"
"232","253216745","Instituto Mexicano del Seguro Social No. 38 (IMSS)",2110,-114.74329135,32.4221745,"hospital","A hospital"
"233","253720555","IMSS Clínica 35 (Seguro Nuevo)",2110,-106.435545812335,31.7053595233663,"hospital","A hospital"
"234","254030650","ISSSTE Hospital Dr. Fernando Ocaranza",2110,-110.950373931524,29.1102229275233,"hospital","A hospital"
"235","254037789","CENTRO DE SALUD LA POPULAR DGO",2110,-103.4667196,25.679177,"hospital","A hospital"
"236","254240349","Unidad de Medicina Familiar 14 Imss",2110,-86.865661097624,21.1568241664211,"hospital","A hospital"
"237","254904655","Hospital Star Medica",2110,-99.0251409413936,19.4272918506928,"hospital","A hospital"
"238","255591902","IMSS UMF 16",2110,-86.8437371270759,21.1400253529472,"hospital","A hospital"
"239","255873398","Centro de Salud",2110,-94.2958591820063,17.9969491592535,"hospital","A hospital"
"240","255873415","UMR",2110,-94.2664990975986,17.9783254302638,"hospital","A hospital"
"241","255876426","Centro de Salud Cuichapa",2110,-94.2765451706374,17.941019551888,"hospital","A hospital"
"242","256916186","UMAA 90 IMSS",2110,-103.339984586242,25.5365829834217,"hospital","A hospital"
"243","256975519","Clinica 16 IMSS",2110,-103.421556038057,25.5346257219793,"hospital","A hospital"
"244","256975520","UMAE 71 IMSS",2110,-103.419902343724,25.53461647088,"hospital","A hospital"
"245","256988083","Centro Medico",2110,-103.445037375667,25.5415751351865,"hospital","A hospital"
"246","257034242","AR emergencias",2110,-103.413308907332,25.5417577252324,"hospital","A hospital"
"247","257372273","Seguro 66 IMSS",2110,-103.414377906324,25.5579346486896,"hospital","A hospital"
"248","257479315","Hospital los angeles",2110,-103.395053216623,25.5169298637837,"hospital","A hospital"
"249","257528337","Hospital Club de Leones",2110,-103.433934247779,25.5375453573753,"hospital","A hospital"
"250","257530804","Cruz Roja Mexicana Delegacion Torreón",2110,-103.434775385505,25.5369302912686,"hospital","A hospital"
"251","257577403","Centro de Desarrolo Comunitario/Centro para la Mujer",2110,-100.359443308163,19.4257354346742,"hospital","A hospital"
"252","257577465","Hospital General Regional de Zitacuaro",2110,-100.3691873182,19.4323901045441,"hospital","A hospital"
"253","257729675","Hospital Bicentenario",2110,-93.2654425140225,16.2585088913966,"hospital","A hospital"
"254","258400991","UNIDAD de Medicina Familar Novia del Mar",2110,-90.5272965334527,19.8542859025804,"hospital","A hospital"
"255","258733867","Centro de Salud",2110,-104.049932147909,21.0618785148109,"hospital","A hospital"
"256","258805184","Hospital de Tulum",2110,-87.4676840967565,20.2098921312066,"hospital","A hospital"
"257","258998101","Hospital Zambrano Hellion",2110,-100.334512378232,25.6470035485914,"hospital","A hospital"
"258","258998349","Hospital San Jose Tec de Monterrey",2110,-100.351529548962,25.6683324109352,"hospital","A hospital"
"259","259072937","IMSS Clinica 78",2110,-103.300693111121,20.651828247273,"hospital","A hospital"
"260","259319626","Hospital IMSS",2110,-102.199076546189,17.9642224619845,"hospital","A hospital"
"261","259339918","Hospital Puerta de Hierro",2110,-103.707153167608,19.2602107111727,"hospital","A hospital"
"262","259806947","Medica EBOR",2110,-100.399121404405,20.6098811333998,"hospital","A hospital"
"263","260260747","ISSSTE Ricardo Flores Magón",2110,-102.204877079992,17.9600354125356,"hospital","A hospital"
"264","260576786","Hospital Naval Militar",2110,-102.212704744897,17.9724097766494,"hospital","A hospital"
"265","260868105","IMSS Offices",2110,-105.281442961049,20.726070674603,"hospital","A hospital"
"266","261471842",NA,2110,-105.718076153132,26.9480646941601,"hospital","A hospital"
"267","3510489",NA,2110,-105.717192789667,26.9480285216574,"hospital","A hospital"
"268","262806959","Hospital San Isidro",2110,-94.4551497834534,17.2785391673032,"hospital","A hospital"
"269","263257549","IMSS",2110,-99.022904907003,19.4110701588873,"hospital","A hospital"
"270","263443534","Bomberos de Zapopan",2110,-103.4430460426,20.8209901116194,"hospital","A hospital"
"271","263511328","IMSS Clinica 178",2110,-103.439898498574,20.6582029555198,"hospital","A hospital"
"272","263564128","Hospital Materno Infantil Miguel Hidalgo y Costilla",2110,-98.9449866397021,19.3746215360672,"hospital","A hospital"
"273","263600817","Centro Medico Central Romero",2110,-99.0418131,19.3991201,"hospital","A hospital"
"274","264386055",NA,2110,-101.701024882597,21.1573601632761,"hospital","A hospital"
"275","265739153","Unidad Medica Rural",2110,-93.1554567647611,17.1323922425505,"hospital","A hospital"
"276","265747214","Unidad Medica Rural",2110,-93.1637104163359,17.2285389220457,"hospital","A hospital"
"277","265749140","Hospital Integral (Proyecto)",2110,-93.1455453844644,17.2150058650716,"hospital","A hospital"
"278","265767314","Unidad Mèdica Rural",2110,-92.0114490361132,17.7234303883222,"hospital","A hospital"
"279","265767315","Centro de Salud",2110,-92.0116738878883,17.7236305483157,"hospital","A hospital"
"280","266156980","Hospital san Rafael",2110,-99.204652464935,19.7032501473225,"hospital","A hospital"
